STATES,Crop,Annual_Rain,Avg_Temperature
MADHYA PRADESH,Sugarcane,437.1,24.6
MADHYA PRADESH,Turmeric,437.1,24.6
MADHYA PRADESH,Cotton(lint),437.1,24.6
MAHARASHTRA,Arhar/Tur,830.4,24.6
MAHARASHTRA,Bajra,830.4,24.6
MAHARASHTRA,Castor seed,830.4,24.6
MAHARASHTRA,Cotton(lint),830.4,24.6
MAHARASHTRA,Groundnut,830.4,24.6
MAHARASHTRA,Jowar,830.4,24.6
MAHARASHTRA,Maize,830.4,24.6
MAHARASHTRA,Moong,830.4,24.6
MAHARASHTRA,Niger seed,830.4,24.6
MAHARASHTRA,Other Kharif pulses,830.4,24.6
MAHARASHTRA,Ragi,830.4,24.6
MAHARASHTRA,Rice,830.4,24.6
MAHARASHTRA,Sesamum,830.4,24.6
MAHARASHTRA,Small millets,830.4,24.6
MAHARASHTRA,Soyabean,830.4,24.6
MAHARASHTRA,Sunflower,830.4,24.6
MAHARASHTRA,Urad,830.4,24.6
MAHARASHTRA,Gram,830.4,24.6
MAHARASHTRA,Linseed,830.4,24.6
MAHARASHTRA,Other  Rabi pulses,830.4,24.6
MAHARASHTRA,Rapeseed &Mustard,830.4,24.6
MAHARASHTRA,Safflower,830.4,24.6
MAHARASHTRA,Wheat,830.4,24.6
MAHARASHTRA,Sugarcane,830.4,24.6
MANIPUR,Other Kharif pulses,0.0,24.6
MANIPUR,Peas & beans (Pulses),0.0,24.6
MANIPUR,Rice,0.0,24.6
MANIPUR,Rapeseed &Mustard,0.0,24.6
MANIPUR,Banana,0.0,24.6
MANIPUR,Dry chillies,0.0,24.6
MANIPUR,Onion,0.0,24.6
MANIPUR,Potato,0.0,24.6
MANIPUR,Sugarcane,0.0,24.6
MANIPUR,Dry ginger,0.0,24.6
MANIPUR,Maize,0.0,24.6
MANIPUR,Sesamum,0.0,24.6
MANIPUR,Cotton(lint),0.0,24.6
MANIPUR,Sweet potato,0.0,24.6
MEGHALAYA,Arhar/Tur,2487.0,24.6
MEGHALAYA,Castor seed,2487.0,24.6
MEGHALAYA,Cotton(lint),2487.0,24.6
MEGHALAYA,Dry ginger,2487.0,24.6
MEGHALAYA,Jute,2487.0,24.6
MEGHALAYA,Kapas,2487.0,24.6
MEGHALAYA,Maize,2487.0,24.6
MEGHALAYA,Mesta,2487.0,24.6
MEGHALAYA,Rice,2487.0,24.6
MEGHALAYA,Sesamum,2487.0,24.6
MEGHALAYA,Small millets,2487.0,24.6
MEGHALAYA,Soyabean,2487.0,24.6
MEGHALAYA,Gram,2487.0,24.6
MEGHALAYA,Other  Rabi pulses,2487.0,24.6
MEGHALAYA,Rapeseed &Mustard,2487.0,24.6
MEGHALAYA,Wheat,2487.0,24.6
MEGHALAYA,Arecanut,2487.0,24.6
MEGHALAYA,Banana,2487.0,24.6
MEGHALAYA,Dry chillies,2487.0,24.6
MEGHALAYA,Potato,2487.0,24.6
MEGHALAYA,Sugarcane,2487.0,24.6
MEGHALAYA,Sweet potato,2487.0,24.6
MEGHALAYA,Tapioca,2487.0,24.6
MEGHALAYA,Tobacco,2487.0,24.6
MEGHALAYA,Turmeric,2487.0,24.6
MEGHALAYA,Linseed,2487.0,24.6
MIZORAM,Arhar/Tur,0.0,24.6
MIZORAM,Cotton(lint),0.0,24.6
MIZORAM,Maize,0.0,24.6
MIZORAM,Other Kharif pulses,0.0,24.6
MIZORAM,Rice,0.0,24.6
MIZORAM,Sesamum,0.0,24.6
MIZORAM,Soyabean,0.0,24.6
MIZORAM,Masoor,0.0,24.6
MIZORAM,Other  Rabi pulses,0.0,24.6
MIZORAM,Rapeseed &Mustard,0.0,24.6
MIZORAM,Potato,0.0,24.6
MIZORAM,Sugarcane,0.0,24.6
MIZORAM,Tobacco,0.0,24.6
NAGALAND,Arhar/Tur,0.0,24.6
NAGALAND,Bajra,0.0,24.6
NAGALAND,Castor seed,0.0,24.6
NAGALAND,Cotton(lint),0.0,24.6
NAGALAND,Groundnut,0.0,24.6
NAGALAND,Jowar,0.0,24.6
NAGALAND,Jute,0.0,24.6
NAGALAND,Maize,0.0,24.6
NAGALAND,Moong,0.0,24.6
NAGALAND,Niger seed,0.0,24.6
NAGALAND,Other Kharif pulses,0.0,24.6
NAGALAND,Rice,0.0,24.6
NAGALAND,Sesamum,0.0,24.6
NAGALAND,Small millets,0.0,24.6
NAGALAND,Soyabean,0.0,24.6
NAGALAND,Sunflower,0.0,24.6
NAGALAND,Barley,0.0,24.6
NAGALAND,Gram,0.0,24.6
NAGALAND,Linseed,0.0,24.6
NAGALAND,Other  Rabi pulses,0.0,24.6
NAGALAND,Peas & beans (Pulses),0.0,24.6
NAGALAND,Rapeseed &Mustard,0.0,24.6
NAGALAND,Wheat,0.0,24.6
NAGALAND,Potato,0.0,24.6
NAGALAND,Sugarcane,0.0,24.6
NAGALAND,Tea,0.0,24.6
ORISSA,Rice,1097.2,24.6
ORISSA,Arhar/Tur,1097.2,24.6
ORISSA,Castor seed,1097.2,24.6
ORISSA,Cotton(lint),1097.2,24.6
ORISSA,Dry ginger,1097.2,24.6
ORISSA,Groundnut,1097.2,24.6
ORISSA,Horse-gram,1097.2,24.6
ORISSA,Maize,1097.2,24.6
ORISSA,Mesta,1097.2,24.6
ORISSA,Moong,1097.2,24.6
ORISSA,Other Kharif pulses,1097.2,24.6
ORISSA,Ragi,1097.2,24.6
ORISSA,Sesamum,1097.2,24.6
ORISSA,Small millets,1097.2,24.6
ORISSA,Urad,1097.2,24.6
ORISSA,Gram,1097.2,24.6
ORISSA,Niger seed,1097.2,24.6
ORISSA,Other  Rabi pulses,1097.2,24.6
ORISSA,Rapeseed &Mustard,1097.2,24.6
ORISSA,Safflower,1097.2,24.6
ORISSA,Sunflower,1097.2,24.6
ORISSA,Wheat,1097.2,24.6
ORISSA,Coriander,1097.2,24.6
ORISSA,Dry chillies,1097.2,24.6
ORISSA,Garlic,1097.2,24.6
ORISSA,Onion,1097.2,24.6
ORISSA,Potato,1097.2,24.6
ORISSA,Sannhamp,1097.2,24.6
ORISSA,Sugarcane,1097.2,24.6
ORISSA,Sweet potato,1097.2,24.6
ORISSA,Tobacco,1097.2,24.6
ORISSA,Turmeric,1097.2,24.6
ORISSA,Jowar,1097.2,24.6
ORISSA,Jute,1097.2,24.6
ORISSA,Linseed,1097.2,24.6
ORISSA,Bajra,1097.2,24.6
PUDUCHERRY,Cotton(lint),0.0,24.6
PUDUCHERRY,Dry ginger,0.0,24.6
PUDUCHERRY,Groundnut,0.0,24.6
PUDUCHERRY,Jowar,0.0,24.6
PUDUCHERRY,Moong,0.0,24.6
PUDUCHERRY,Ragi,0.0,24.6
PUDUCHERRY,Rice,0.0,24.6
PUDUCHERRY,Urad,0.0,24.6
PUDUCHERRY,Rapeseed &Mustard,0.0,24.6
PUDUCHERRY,Banana,0.0,24.6
PUDUCHERRY,Cashewnut,0.0,24.6
PUDUCHERRY,Coconut ,0.0,24.6
PUDUCHERRY,Dry chillies,0.0,24.6
PUDUCHERRY,Sugarcane,0.0,24.6
PUDUCHERRY,Arecanut,0.0,24.6
PUDUCHERRY,Black pepper,0.0,24.6
PUDUCHERRY,Tapioca,0.0,24.6
PUDUCHERRY,Bajra,0.0,24.6
PUDUCHERRY,Other  Rabi pulses,0.0,24.6
PUDUCHERRY,Onion,0.0,24.6
PUDUCHERRY,Coriander,0.0,24.6
PUNJAB,Arhar/Tur,405.3,24.6
PUNJAB,Cotton(lint),405.3,24.6
PUNJAB,Maize,405.3,24.6
PUNJAB,Moong,405.3,24.6
PUNJAB,Rice,405.3,24.6
PUNJAB,Sesamum,405.3,24.6
PUNJAB,Gram,405.3,24.6
PUNJAB,Masoor,405.3,24.6
PUNJAB,Other  Rabi pulses,405.3,24.6
PUNJAB,Wheat,405.3,24.6
PUNJAB,Sugarcane,405.3,24.6
PUNJAB,Bajra,405.3,24.6
PUNJAB,Moth,405.3,24.6
PUNJAB,Barley,405.3,24.6
PUNJAB,Linseed,405.3,24.6
PUNJAB,Groundnut,405.3,24.6
RAJASTHAN,Arhar/Tur,337.65,24.6
RAJASTHAN,Bajra,337.65,24.6
RAJASTHAN,Castor seed,337.65,24.6
RAJASTHAN,Cotton(lint),337.65,24.6
RAJASTHAN,Groundnut,337.65,24.6
RAJASTHAN,Jowar,337.65,24.6
RAJASTHAN,Maize,337.65,24.6
RAJASTHAN,Moong,337.65,24.6
RAJASTHAN,Moth,337.65,24.6
RAJASTHAN,Other Kharif pulses,337.65,24.6
RAJASTHAN,Rice,337.65,24.6
RAJASTHAN,Sesamum,337.65,24.6
RAJASTHAN,Small millets,337.65,24.6
RAJASTHAN,Soyabean,337.65,24.6
RAJASTHAN,Urad,337.65,24.6
RAJASTHAN,Barley,337.65,24.6
RAJASTHAN,Gram,337.65,24.6
RAJASTHAN,Linseed,337.65,24.6
RAJASTHAN,Masoor,337.65,24.6
RAJASTHAN,Peas & beans (Pulses),337.65,24.6
RAJASTHAN,Rapeseed &Mustard,337.65,24.6
RAJASTHAN,Wheat,337.65,24.6
RAJASTHAN,Coriander,337.65,24.6
RAJASTHAN,Dry chillies,337.65,24.6
RAJASTHAN,Garlic,337.65,24.6
RAJASTHAN,Guar seed,337.65,24.6
RAJASTHAN,Onion,337.65,24.6
RAJASTHAN,Sugarcane,337.65,24.6
RAJASTHAN,Sweet potato,337.65,24.6
RAJASTHAN,Banana,337.65,24.6
RAJASTHAN,Potato,337.65,24.6
RAJASTHAN,Sannhamp,337.65,24.6
RAJASTHAN,Tobacco,337.65,24.6
RAJASTHAN,Other  Rabi pulses,337.65,24.6
RAJASTHAN,Dry ginger,337.65,24.6
RAJASTHAN,Sunflower,337.65,24.6
RAJASTHAN,Turmeric,337.65,24.6
RAJASTHAN,Mesta,337.65,24.6
SIKKIM,Maize,0.0,24.6
SIKKIM,Other Kharif pulses,0.0,24.6
SIKKIM,other oilseeds,0.0,24.6
SIKKIM,Rice,0.0,24.6
SIKKIM,Small millets,0.0,24.6
SIKKIM,Soyabean,0.0,24.6
SIKKIM,Urad,0.0,24.6
SIKKIM,Barley,0.0,24.6
SIKKIM,Other Cereals & Millets,0.0,24.6
SIKKIM,Rapeseed &Mustard,0.0,24.6
SIKKIM,Wheat,0.0,24.6
TAMIL NADU,Arhar/Tur,972.0,24.6
TAMIL NADU,Bajra,972.0,24.6
TAMIL NADU,Castor seed,972.0,24.6
TAMIL NADU,Cotton(lint),972.0,24.6
TAMIL NADU,Groundnut,972.0,24.6
TAMIL NADU,Horse-gram,972.0,24.6
TAMIL NADU,Jowar,972.0,24.6
TAMIL NADU,Maize,972.0,24.6
TAMIL NADU,Moong,972.0,24.6
TAMIL NADU,Other Cereals & Millets,972.0,24.6
TAMIL NADU,Other Kharif pulses,972.0,24.6
TAMIL NADU,Ragi,972.0,24.6
TAMIL NADU,Rice,972.0,24.6
TAMIL NADU,Sesamum,972.0,24.6
TAMIL NADU,Sunflower,972.0,24.6
TAMIL NADU,Urad,972.0,24.6
TAMIL NADU,Gram,972.0,24.6
TAMIL NADU,Rapeseed &Mustard,972.0,24.6
TAMIL NADU,Wheat,972.0,24.6
TAMIL NADU,Banana,972.0,24.6
TAMIL NADU,Cardamom,972.0,24.6
TAMIL NADU,Cashewnut,972.0,24.6
TAMIL NADU,Coriander,972.0,24.6
TAMIL NADU,Dry chillies,972.0,24.6
TAMIL NADU,Onion,972.0,24.6
TAMIL NADU,Sannhamp,972.0,24.6
TAMIL NADU,Sugarcane,972.0,24.6
TAMIL NADU,Tapioca,972.0,24.6
TAMIL NADU,Tobacco,972.0,24.6
TAMIL NADU,Turmeric,972.0,24.6
TAMIL NADU,Potato,972.0,24.6
TAMIL NADU,Sweet potato,972.0,24.6
TAMIL NADU,Dry ginger,972.0,24.6
TAMIL NADU,Black pepper,972.0,24.6
TAMIL NADU,Garlic,972.0,24.6
TAMIL NADU,Mesta,972.0,24.6
TELANGANA,Arhar/Tur,1078.0,24.6
TELANGANA,Castor seed,1078.0,24.6
TELANGANA,Cotton(lint),1078.0,24.6
TELANGANA,Dry chillies,1078.0,24.6
TELANGANA,Groundnut,1078.0,24.6
TELANGANA,Jowar,1078.0,24.6
TELANGANA,Maize,1078.0,24.6
TELANGANA,Moong,1078.0,24.6
TELANGANA,Onion,1078.0,24.6
TELANGANA,Other Kharif pulses,1078.0,24.6
TELANGANA,other misc. pulses,1078.0,24.6
TELANGANA,Rice,1078.0,24.6
TELANGANA,Samai,1078.0,24.6
TELANGANA,Sesamum,1078.0,24.6
TELANGANA,Small millets,1078.0,24.6
TELANGANA,Sunflower,1078.0,24.6
TELANGANA,Urad,1078.0,24.6
TELANGANA,Varagu,1078.0,24.6
TELANGANA,Bajra,1078.0,24.6
TELANGANA,Gram,1078.0,24.6
TELANGANA,Horse-gram,1078.0,24.6
TELANGANA,Linseed,1078.0,24.6
TELANGANA,Other  Rabi pulses,1078.0,24.6
TELANGANA,Safflower,1078.0,24.6
TELANGANA,Wheat,1078.0,24.6
TELANGANA,Banana,1078.0,24.6
TELANGANA,Cashewnut,1078.0,24.6
TELANGANA,Coriander,1078.0,24.6
TELANGANA,Potato,1078.0,24.6
TELANGANA,Sugarcane,1078.0,24.6
TELANGANA,Sweet potato,1078.0,24.6
TELANGANA,Tobacco,1078.0,24.6
TELANGANA,Turmeric,1078.0,24.6
TELANGANA,Rapeseed &Mustard,1078.0,24.6
TELANGANA,Dry ginger,1078.0,24.6
TELANGANA,Mesta,1078.0,24.6
TELANGANA,Ragi,1078.0,24.6
TELANGANA,Coconut ,1078.0,24.6
TELANGANA,Korra,1078.0,24.6
TELANGANA,Tapioca,1078.0,24.6
TELANGANA,Niger seed,1078.0,24.6
TRIPURA,Cotton(lint),2363.9,24.6
TRIPURA,Jute & mesta,2363.9,24.6
TRIPURA,Maize,2363.9,24.6
TRIPURA,Rice,2363.9,24.6
TRIPURA,Wheat,2363.9,24.6
TRIPURA,Oilseeds total,2363.9,24.6
TRIPURA,Potato,2363.9,24.6
TRIPURA,Sugarcane,2363.9,24.6
UTTAR PRADESH,Arhar/Tur,859.0999999999997,24.6
UTTAR PRADESH,Bajra,859.0999999999997,24.6
UTTAR PRADESH,Cotton(lint),859.0999999999997,24.6
UTTAR PRADESH,Groundnut,859.0999999999997,24.6
UTTAR PRADESH,Jowar,859.0999999999997,24.6
UTTAR PRADESH,Maize,859.0999999999997,24.6
UTTAR PRADESH,Moong,859.0999999999997,24.6
UTTAR PRADESH,Moth,859.0999999999997,24.6
UTTAR PRADESH,Rice,859.0999999999997,24.6
UTTAR PRADESH,Sesamum,859.0999999999997,24.6
UTTAR PRADESH,Soyabean,859.0999999999997,24.6
UTTAR PRADESH,Urad,859.0999999999997,24.6
UTTAR PRADESH,Barley,859.0999999999997,24.6
UTTAR PRADESH,Gram,859.0999999999997,24.6
UTTAR PRADESH,Linseed,859.0999999999997,24.6
UTTAR PRADESH,Masoor,859.0999999999997,24.6
UTTAR PRADESH,Peas & beans (Pulses),859.0999999999997,24.6
UTTAR PRADESH,Rapeseed &Mustard,859.0999999999997,24.6
UTTAR PRADESH,Wheat,859.0999999999997,24.6
UTTAR PRADESH,Potato,859.0999999999997,24.6
UTTAR PRADESH,Sugarcane,859.0999999999997,24.6
UTTAR PRADESH,Small millets,859.0999999999997,24.6
UTTAR PRADESH,Turmeric,859.0999999999997,24.6
UTTAR PRADESH,Castor seed,859.0999999999997,24.6
UTTAR PRADESH,Jute,859.0999999999997,24.6
UTTARAKHAND,Arhar/Tur,1712.9,24.6
UTTARAKHAND,Horse-gram,1712.9,24.6
UTTARAKHAND,Maize,1712.9,24.6
UTTARAKHAND,Other Cereals & Millets,1712.9,24.6
UTTARAKHAND,Other Kharif pulses,1712.9,24.6
UTTARAKHAND,Potato,1712.9,24.6
UTTARAKHAND,Ragi,1712.9,24.6
UTTARAKHAND,Rice,1712.9,24.6
UTTARAKHAND,Sesamum,1712.9,24.6
UTTARAKHAND,Small millets,1712.9,24.6
UTTARAKHAND,Soyabean,1712.9,24.6
UTTARAKHAND,Urad,1712.9,24.6
UTTARAKHAND,Barley,1712.9,24.6
UTTARAKHAND,Masoor,1712.9,24.6
UTTARAKHAND,other oilseeds,1712.9,24.6
UTTARAKHAND,Peas & beans (Pulses),1712.9,24.6
UTTARAKHAND,Rapeseed &Mustard,1712.9,24.6
UTTARAKHAND,Wheat,1712.9,24.6
UTTARAKHAND,Dry ginger,1712.9,24.6
UTTARAKHAND,Garlic,1712.9,24.6
UTTARAKHAND,Onion,1712.9,24.6
UTTARAKHAND,Gram,1712.9,24.6
UTTARAKHAND,Other  Rabi pulses,1712.9,24.6
UTTARAKHAND,Sugarcane,1712.9,24.6
UTTARAKHAND,Linseed,1712.9,24.6
UTTARAKHAND,Tobacco,1712.9,24.6
UTTARAKHAND,Groundnut,1712.9,24.6
UTTARAKHAND,Moong,1712.9,24.6
UTTARAKHAND,Moth,1712.9,24.6
UTTARAKHAND,Sunflower,1712.9,24.6
UTTARAKHAND,Turmeric,1712.9,24.6
UTTARAKHAND,Bajra,1712.9,24.6
WEST BENGAL,Rice,2240.05,24.6
WEST BENGAL,Arhar/Tur,2240.05,24.6
WEST BENGAL,Dry ginger,2240.05,24.6
WEST BENGAL,Jute,2240.05,24.6
WEST BENGAL,Mesta,2240.05,24.6
WEST BENGAL,Sunflower,2240.05,24.6
WEST BENGAL,Urad,2240.05,24.6
WEST BENGAL,Gram,2240.05,24.6
WEST BENGAL,Groundnut,2240.05,24.6
WEST BENGAL,Khesari,2240.05,24.6
WEST BENGAL,Masoor,2240.05,24.6
WEST BENGAL,Peas & beans (Pulses),2240.05,24.6
WEST BENGAL,Rapeseed &Mustard,2240.05,24.6
WEST BENGAL,Wheat,2240.05,24.6
WEST BENGAL,Moong,2240.05,24.6
WEST BENGAL,Arecanut,2240.05,24.6
WEST BENGAL,Coconut ,2240.05,24.6
WEST BENGAL,Dry chillies,2240.05,24.6
WEST BENGAL,Potato,2240.05,24.6
WEST BENGAL,Sesamum,2240.05,24.6
WEST BENGAL,Sugarcane,2240.05,24.6
WEST BENGAL,Turmeric,2240.05,24.6
WEST BENGAL,Cotton(lint),2240.05,24.6
WEST BENGAL,Bajra,2240.05,24.6
WEST BENGAL,Jowar,2240.05,24.6
WEST BENGAL,Maize,2240.05,24.6
WEST BENGAL,Niger seed,2240.05,24.6
WEST BENGAL,Other Kharif pulses,2240.05,24.6
WEST BENGAL,Small millets,2240.05,24.6
WEST BENGAL,Soyabean,2240.05,24.6
WEST BENGAL,Horse-gram,2240.05,24.6
WEST BENGAL,Linseed,2240.05,24.6
WEST BENGAL,Sannhamp,2240.05,24.6
WEST BENGAL,Tobacco,2240.05,24.6
WEST BENGAL,Safflower,2240.05,24.6
WEST BENGAL,Ragi,2240.05,24.6
WEST BENGAL,Barley,2240.05,24.6
WEST BENGAL,Castor seed,2240.05,24.6
